index,NDCCode,count,AverageIngredientCost,AverageQuantity,DrugLabel
5755,555904358.0,7726,26.42335231685356,38.628009319181984,APRI TAB
14241,53885024510.0,7664,237.87048147182702,196.39939979123173,ONETOUCH TES ULTRA BL
14206,53746046505.0,7659,11.838330069200227,51.22574748661705,IBUPROFEN
12544,50111099001.0,7591,8.178727440390233,5.463048346726387,VITAMIN D CAP 50000UNT
4232,378180301.0,7552,13.328507680084849,42.6036811440678,LEVOTHYROXIN TAB 50MCG
6646,603385632.0,7548,5.945438526762154,46.8018018018018,HYDROCHLOROT TAB 25MG
10249,31722021405.0,7459,22.747589489207403,50.498726370827185,SERTRALINE TAB 100MG
10247,31722021305.0,7425,20.084280134679872,42.124848484848485,SERTRALINE TAB 50MG
10268,31722023890.0,7237,27.705521624984065,40.95785546497167,AMLODIPINE TAB 5MG
8497,10702001801.0,7112,16.817840269966577,51.89074803149607,OXYCODONE TAB 5MG
8405,10370010250.0,7072,74.80689621040236,54.56447963800905,BUPROPN HCL TAB 300MG XL
4095,378075110.0,7069,6.91725137926169,38.8718347715377,CYCLOBENZAPR TAB 10MG
6944,603766317.0,7047,25.115836526182072,35.8626365829431,TRI-PREVIFEM TAB
37,2446430.0,7029,291.4852055768967,7.10826575615308,CIALIS TAB 20MG
12525,50111064801.0,6950,16.24243884892121,54.657841726618706,FLUOXETINE CAP 20MG
1428,93005805.0,6828,13.561369361452748,77.7527826596368,TRAMADOL HCL TAB 50MG
1549,93083201.0,6661,6.875439123254701,54.681429214832605,CLONAZEPAM TAB 0.5MG
9571,16729018317.0,6585,3.759227031131509,67.7612756264237,HYDROCHLOROT TAB 25MG
7252,781223431.0,6575,86.98630874524835,53.422205323193914,OMEPRAZOLE CAP 40MG
8879,13668042990.0,6488,51.71704069050612,46.93588162762022,PANTOPRAZOLE TAB 40MG
19266,68180012202.0,6447,6.713517915309499,28.58151078020785,CEPHALEXIN CAP 500MG
5747,555901858.0,6384,27.147244674185632,49.22744360902256,TRI-SPRINTEC TAB
10270,31722023990.0,6356,31.427764317180927,39.348017621145374,AMLODIPINE TAB 10MG
18032,65862005390.0,6312,30.60157477820007,39.526457541191384,SIMVASTATIN TAB 40MG
3089,173071920.0,6281,224.55985034229943,14.664384652125458,FLOVENT HFA AER 110MCG
6791,603499821.0,6232,12.034902118100186,36.91030166880616,OXYCOD/APAP TAB 5-325MG
12638,50383070016.0,6157,42.697044014941014,18.65762546694819,FLUTICASONE SPR 50MCG
7187,781185220.0,6150,36.12499349593488,19.32780487804878,AMOX/K CLAV TAB 875MG
4347,378245710.0,6081,7.04023351422452,46.93060351915803,LORAZEPAM TAB 1MG
6941,603763417.0,6078,24.112397170120897,33.43534057255676,ORSYTHIA TAB
12170,49502050002.0,6055,519.2240891825079,2.332782824112304,EPIPEN 2-PAK INJ 0.3MG
5038,406051201.0,6054,10.920718533201292,37.417409976874794,OXYCOD/APAP TAB 5-325MG
3018,172541211.0,6018,8.604803921568916,1.952475905616484,FLUCONAZOLE TAB 150MG
14240,53885024450.0,5993,160.27167028199852,124.21324879025529,ONETOUCH TES ULTRA BL
8724,13668000805.0,5860,18.76090784982918,29.769965870307168,ZOLPIDEM TAB 10MG
4235,378180501.0,5794,14.188985157059143,42.38729720400414,LEVOTHYROXIN TAB 75MCG
10258,31722022205.0,5647,38.71785549849413,108.19178324774217,GABAPENTIN CAP 300MG
4241,378180901.0,5604,14.385164168451606,41.149892933618844,LEVOTHYROXIN TAB 100MCG
1395,88222033.0,5582,495.835849158018,22.04675743461125,LANTUS INJ 100/ML
12492,50111043401.0,5446,10.101803158281388,54.68637532133676,TRAZODONE TAB 100MG
15870,60505006501.0,5374,37.90110532191972,69.04019352437663,OMEPRAZOLE CAP 20MG
19618,68382002210.0,5346,6.738804713804744,47.75570520014964,ATENOLOL TAB 25MG
19435,68180047903.0,5320,31.43323684210597,45.77781954887218,SIMVASTATIN
12802,50458025115.0,5272,177.17783573596054,41.781866464339906,ORTHO TRI- TAB CYCLN LO
3818,310075190.0,5260,332.691853612167,53.088403041825096,CRESTOR TAB 10MG
3820,310075290.0,5218,308.6008968953629,48.68187044844768,CRESTOR TAB 20MG
2932,169750111.0,5211,733.1351237766294,36.7037037037037,NOVOLOG INJ 100/ML
1314,85113201.0,5135,74.6212969814992,8.48666017526777,PROVENTIL AER HFA
2452,116200116.0,5123,6.611620144446669,485.4177239898497,CHLORHEX GLU SOL 0.12%
5882,591024005.0,5076,6.7077955082743745,41.423758865248224,LORAZEPAM TAB 0.5MG
19625,68382002810.0,5069,14.053298480962255,91.36693627934504,METFORMIN HCL
5750,555902658.0,4995,26.935355355356055,42.89049049049049,JUNEL FE TAB 1/20
2032,93720298.0,4904,36.1256464110923,40.940660685154974,PRAVASTATIN TAB 40MG
2925,169633910.0,4901,716.2379289940799,28.354213425831464,NOVOLOG INJ FLEXPEN
3407,186504031.0,4799,362.1114523859079,47.647426547197334,NEXIUM CAP 40MG
14201,53746027205.0,4759,5.4936625341458,17.56986761924774,SMZ/TMP DS TAB 800-160
12531,50111078766.0,4706,18.722747556310793,6.032299192520187,AZITHROMYCIN TAB 250MG
4248,378181301.0,4678,15.936130825139116,41.048952543822146,LEVOTHYROXIN TAB 125MCG
4511,378395377.0,4671,92.30059087989117,52.043673731535,ATORVASTATIN TAB 80MG
9027,16252051501.0,4646,8.238603099440342,15.301980198019802,CIPROFLOXACN TAB 500MG
18188,65862042005.0,4636,4.6119003451250675,17.577221742881793,SMZ/TMP DS TAB 800-160
4440,378341201.0,4625,58.31149837837795,74.17967567567568,BUPROPION TAB 150MG SR
18665,67253090150.0,4580,5.3591244541484615,51.0085152838428,ALPRAZOLAM TAB 0.5MG
5050,406055201.0,4493,16.455813487647443,53.67260182506121,OXYCODONE TAB 5MG
4111,378081005.0,4473,7.5580907668231765,41.66174826738207,HYDROCHLOROT CAP 12.5MG
7142,781149668.0,4465,15.862833146696751,6.183650615901456,AZITHROMYCIN TAB 250MG
3986,378022201.0,4454,29.8139402784014,41.78917826672654,CHLORTHALID TAB 25MG
2030,93720198.0,4345,28.609194476409787,39.093210586881476,PRAVASTATIN TAB 20MG
4229,378180001.0,4339,11.335609587462786,42.99769532150265,LEVOTHYROXIN TAB 25MCG
1318,85128801.0,4263,222.63811400421872,22.453671123621863,NASONEX SPR 50MCG/AC
16039,60505258009.0,4192,76.94459446564701,46.99761450381679,ATORVASTATIN TAB 40MG
16037,60505257909.0,4178,79.35228578266967,46.06893250359023,ATORVASTATIN TAB 20MG
19848,68382075810.0,4169,11.986459582633817,97.24106500359798,METFORMIN TAB 500MG
1552,93083301.0,4157,8.542400769785935,60.836661053644455,CLONAZEPAM TAB 1MG
5758,555904958.0,4081,31.234146042637025,43.1644204851752,CRYSELLE-28 TAB 28 TABS
4581,378427693.0,4036,85.02106541129676,21.022794846382556,VALACYCLOVIR TAB 1GM
18430,66685100100.0,4017,39.2365073437886,19.994772218073187,AMOX/K CLAV TAB 875MG
17718,65162036111.0,4014,5.102090184354691,53.762082710513205,FOLIC ACID TAB 1MG
16035,60505257809.0,4002,44.73090704647764,45.2063968015992,ATORVASTATIN TAB 10MG
3607,228306011.0,3999,148.35449612403178,39.079019754938734,AMPHETAMINE CAP 20MG ER
19819,68382041210.0,3974,66.70106945143358,41.74509310518369,OMEPRAZOLE
3409,186504054.0,3973,594.774588472198,82.57840422854267,NEXIUM CAP 40MG
5726,555097302.0,3960,59.569146464647325,62.4270202020202,AMPHETAMINE TAB 20MG
2155,93738698.0,3930,88.64120610687016,55.431043256997455,VENLAFAXINE CAP 150MG ER
3597,228299611.0,3917,64.20304569823763,39.73908603523105,TAMSULOSIN CAP 0.4MG
4578,378427593.0,3916,78.99466547497411,31.48314606741573,VALACYCLOVIR TAB 500MG
2654,143973805.0,3913,3.766800408893437,15.297214413493483,PREDNISONE TAB 20MG
9955,24208091055.0,3912,14.327806748467037,3.349948875255624,ERYTHROMYCIN OIN OP
1431,93007401.0,3909,25.720749552314984,37.874392427730875,ZOLPIDEM TAB 10MG
6310,591544005.0,3897,70.45697459584264,30.863997947138824,DOXYCYCL HYC CAP 100MG
2152,93738598.0,3890,83.53865295629566,58.180976863753216,VENLAFAXINE CAP 75MG ER
19631,68382003010.0,3873,20.679930286599483,77.10069713400465,METFORMIN HCL
4233,378180310.0,3863,15.416914315298778,54.38130986280093,LEVOTHYROXIN TAB 50MCG
8734,13668001105.0,3829,11.782987725254733,38.22878036040742,CITALOPRAM TAB 40MG
4236,378180510.0,3804,20.871464248159835,60.19610935856993,LEVOTHYROXIN TAB 75MCG
1717,93310905.0,3800,6.635715789473667,26.07078947368421,AMOXICILLIN CAP 500MG
2657,143973910.0,3791,5.877024531785781,35.590345555262466,PREDNISONE TAB 10MG
695,54025922.0,3766,79.99204195432694,72.34227296866702,MONTELUKAST TAB 10MG
4238,378180701.0,3753,14.356163069544248,42.91500133226752,LEVOTHYROXIN TAB 88MCG
1615,93117410.0,3751,9.38959744068242,28.521460943748334,PENICILLN VK TAB 500MG
4443,378342201.0,3721,32.36589626444477,14.879602257457673,NITROFURANTN CAP 100MG
6108,591271701.0,3712,231.96630387930955,38.9207974137931,METHYLPHENID TAB 36MG ER
9555,16729016901.0,3700,42.124164864865826,39.916486486486484,ESCITALOPRAM TAB 10MG
3821,310075430.0,3696,309.0121266233786,48.571699134199136,CRESTOR TAB 40MG
1427,93005801.0,3691,18.424389054456803,80.86724464914657,TRAMADOL HCL TAB 50MG
5752,555902858.0,3660,24.23847814207652,40.25027322404372,JUNEL FE TAB 1.5/30
2073,93726710.0,3653,19.393290446208095,100.45113605255953,METFORMIN TAB 500MG ER
3367,186037020.0,3647,347.8917055113775,12.763367151083083,SYMBICORT AER 160-4.5
8632,12496120803.0,3627,238.1249655362572,32.00992555831265,SUBOXONE MIS 8-2MG
5725,555097202.0,3620,55.40701657458646,56.970165745856356,AMPHETAMINE TAB 10MG
6392,597007541.0,3614,401.62076092970716,40.24294410625346,SPIRIVA CAP HANDIHLR
18914,67877029605.0,3597,11.808965804837452,67.5240478176258,IBUPROFEN TAB 800MG
7533,781565615.0,3574,69.45976776720791,40.52042529378847,LORYNA TAB 3-0.02MG
1771,93416173.0,3557,8.448751757098856,167.39387123980882,AMOXICILLIN SUS 400/5ML
4019,378034505.0,3548,3.8457609921082723,32.51099210822999,DIAZEPAM TAB 5MG
5764,555913167.0,3543,77.83034151848638,44.47135196161445,OCELLA TAB 3-0.03MG
3822,310075590.0,3539,289.5916869172107,45.51116134501272,CRESTOR TAB 5MG
16979,63304069301.0,3533,32.7376393999429,27.471270874610813,CLINDAMYCIN CAP 300MG
19476,68180052001.0,3499,13.443735352958054,46.87024864246928,LISINOP/HCTZ TAB 20-25MG
1085,74433902.0,3492,4874.892457044719,2.8631156930126003,HUMIRA PEN INJ 40MG/0.8
15591,59762491005.0,3479,18.28877838459325,62.20465651049152,SERTRALINE TAB 100MG
3077,173069500.0,3470,315.48791354466687,82.18386167146974,ADVAIR DISKU AER 100/50
18024,65862005190.0,3443,18.922582050537578,38.96659889631135,SIMVASTATIN
19514,68180075103.0,3440,27.630700581394933,38.952616279069765,AMLODIPINE BESYLATE
12483,50111033401.0,3402,12.156984126984197,20.49265138154027,METRONIDAZOL TAB 500MG
19854,68382076010.0,3391,16.975007372456517,83.56885874373341,METFORMIN TAB 1000MG
4997,406012301.0,3390,14.233536873156497,38.786430678466076,HYDROCO/APAP TAB 5-325MG
4251,378181501.0,3386,17.201018901358584,43.5761961015948,LEVOTHYROXIN TAB 150MCG
4242,378180910.0,3386,21.46891612522167,61.55670407560543,LEVOTHYROXIN TAB 100MCG
3911,378003210.0,3373,7.826006522383651,86.67536317817967,METOPROL TAR TAB 50MG
19438,68180048003.0,3355,31.89438152011894,44.85037257824143,SIMVASTATIN
19880,68462010340.0,3334,11.11690461907636,2.2648470305938813,FLUCONAZOLE TAB 150MG
12435,49884087201.0,3293,36.423449741876894,48.304585484360764,FLUOXETINE CAP 40MG
5756,555904558.0,3288,27.119808394160618,35.84489051094891,AVIANE TAB
12530,50111078751.0,3286,18.36952221545955,6.037127206329885,AZITHROMYCIN TAB 250MG
19471,68180051801.0,3266,10.363640538885395,46.45529699938763,LISINOP/HCTZ TAB 10-12.5
17269,64376064801.0,3265,40.24309341500763,29.17978560490046,HYDROCO/APAP TAB 5-300MG
4244,378181101.0,3257,16.87219220141254,43.69726742400982,LEVOTHYROXIN TAB 112MCG
1446,93014905.0,3230,15.106585139318797,49.44272445820433,NAPROXEN
16543,62037083101.0,3214,33.60222153080259,46.5588052271313,METOPROLOL TAB 50MG ER
6607,603316232.0,3189,6.75161179052991,61.623079335214804,FOLIC ACID TAB 1MG
3088,173071820.0,3180,170.64424842767266,12.2625786163522,FLOVENT HFA AER 44MCG
6760,603459315.0,3169,20.51573366992768,21.036289050173558,METHYLPRED PAK 4MG
2000,93715498.0,3154,29.62209258084961,37.28662016487001,SIMVASTATIN TAB 20MG
8729,13668000905.0,3143,10.360356347438737,41.43111676741966,CITALOPRAM TAB 10MG
5749,555902542.0,3135,28.135483253588255,31.30047846889952,JUNEL 1/20 TAB
15292,59746000103.0,3132,20.908815453384577,20.916666666666668,METHYLPRED PAK 4MG
18255,65862056090.0,3082,54.11060350421936,46.76703439325114,PANTOPRAZOLE TAB 40MG
13746,51991060401.0,3079,8.80027931146483,5.632348164988633,VITAMIN D2
5686,555078802.0,3066,154.81677756033847,40.570123939986956,AMPHETAMINE CAP 20MG ER
8146,8290320109.0,3055,47.07292635024624,133.8896890343699,BD PEN NEEDL MIS 31GX5/16
5224,430375414.0,3050,228.730868852459,44.07770491803279,ESTRACE VAG CRE 0.1MG/GM
12306,49884040510.0,3047,27.2976206104363,42.468329504430585,METOPROLOL TAB 50MG ER
13972,52544024828.0,3045,23.121014778325268,37.01477832512315,TRINESSA TAB
1449,93015010.0,3022,6.438954334877577,26.734281932495037,APAP/CODEINE TAB 300-30MG
8401,10370010103.0,3005,62.885214642263236,45.01198003327787,BUPROPN HCL TAB 150MG XL
19371,68180035302.0,2987,28.525831938399747,77.4228322731838,SERTRALINE TAB 100MG
996,69421030.0,2976,242.6661592741932,6.71505376344086,VIAGRA TAB 50MG
12522,50111064701.0,2970,12.238158249158165,55.50875420875421,FLUOXETINE CAP 10MG
3080,173069700.0,2961,526.1341168524086,79.67814927389395,ADVAIR DISKU AER 500/50
14424,55111012390.0,2950,93.3019355932193,35.86542372881356,ATORVASTATIN CALCIUM
18423,66582041431.0,2938,282.96263444519747,37.149081007488086,ZETIA TAB 10MG
1576,93101042.0,2927,22.476986675777674,24.472155790912197,MUPIROCIN OIN 2%
14922,57664022388.0,2911,16.68177945723129,55.24355891446238,OXYCODONE TAB 5MG
4363,378261001.0,2901,8.012909341606282,60.136504653567734,AMITRIPTYLIN TAB 10MG
8404,10370010203.0,2880,64.16295138888987,39.830555555555556,BUPROPN HCL TAB 300MG XL
9062,16252060144.0,2869,21.94234925061013,5.143604043220634,ALENDRONATE TAB 70MG
15235,59417010410.0,2863,242.19116311561444,32.37093957387356,VYVANSE CAP 40MG
14655,55111068405.0,2857,10.889800490024589,68.32481624081204,IBUPROFEN
3898,378001801.0,2855,6.702185639229387,81.91418563922942,METOPROL TAR TAB 25MG
12491,50111043303.0,2849,6.400733590733543,73.43910143910144,TRAZODONE TAB 50MG
17540,64764017530.0,2832,284.6468255649678,42.572387005649716,DEXILANT CAP 60MG DR
2923,169517603.0,2824,218.71559490085056,14.88172804532578,VAGIFEM TAB 10MCG
6602,603307932.0,2811,7.322387050871609,49.471362504446816,CYCLOBENZAPR TAB 10MG
170,6027731.0,2806,410.0567747683547,36.60513186029936,JANUVIA TAB 100MG
5200,430042014.0,2804,133.8086840228256,37.53601997146933,LO LOESTRIN TAB
19516,68180075203.0,2792,39.6882163323791,36.53438395415473,AMLODIPINE BESYLATE
3960,378018105.0,2789,13.66360344209392,46.75152384367156,ALLOPURINOL TAB 300MG
15083,58406044504.0,2779,4515.879453040656,4.898524649154372,ENBREL SRCLK INJ 50MG/ML
19473,68180051901.0,2776,15.085457492795287,56.914265129682995,LISINOP/HCTZ TAB 20-12.5
2917,169406013.0,2759,895.9057992026054,13.64516129032258,VICTOZA INJ 18MG/3ML
19367,68180035202.0,2749,22.60735540196429,61.97853765005456,SERTRALINE TAB 50MG
19808,68382031910.0,2747,15.240043684018952,79.97014925373135,TRAMADOL HCL TAB 50MG
9557,16729017001.0,2733,53.01553969996424,50.572996706915475,ESCITALOPRAM TAB 20MG
19301,68180021109.0,2729,47.379252473432835,42.48296079149872,LOSARTAN POT TAB 50MG
1730,93314705.0,2726,7.830106382978705,28.67718268525312,CEPHALEXIN CAP 500MG
14019,52544094928.0,2709,27.763495754891483,34.883720930232556,LUTERA TAB
14235,53885014301.0,2684,13.313010432190916,145.96870342771982,ONETOUCH MIS LANCETS
20023,68462031829.0,2677,45.221654837504495,39.79828165857303,VIORELE TAB
2990,172435770.0,2661,17.563904547162796,61.05599398722285,RANITIDINE HCL
16541,62037083001.0,2607,30.40595320291485,46.08438818565401,METOPROLOL TAB 25MG ER
4091,378073501.0,2606,129.2814773599376,53.803146584804296,FLUOXETINE TAB 20MG
4500,378385777.0,2604,74.5701958525347,64.04992319508449,ESCITALOPRAM TAB 20MG
15586,59762490005.0,2603,18.34806377257002,45.232808298117554,SERTRALINE TAB 50MG
6110,591271801.0,2594,208.53473785659324,32.28296067848882,METHYLPHENID TAB 54MG ER
1405,93001298.0,2594,61.4864726291449,48.08134155744025,PANTOPRAZOLE TAB 40MG
15234,59417010310.0,2550,239.02659215686216,32.41058823529412,VYVANSE CAP 30MG
10250,31722021430.0,2541,23.79246753246753,47.24203069657615,SERTRALINE TAB 100MG
1890,93542358.0,2539,88.3267428121298,48.81134304844427,GIANVI TAB 3-0.02MG
3608,228306111.0,2539,142.3352304056708,36.52461599054746,AMPHETAMINE CAP 30MG ER
3897,378001401.0,2536,75.49643138801271,31.88801261829653,METHOTREXATE TAB 2.5MG
17672,65162005310.0,2524,11.74541600633907,37.938589540412046,CITALOPRAM TAB 20MG
2926,169643810.0,2512,658.3409235668832,25.503184713375795,LEVEMIR INJ FLEXTOUC
8720,13668000705.0,2510,18.80209163346623,30.054581673306775,ZOLPIDEM TAB 5MG
1119,74662490.0,2503,39.99496204554547,59.266879744306834,SYNTHROID TAB 100MCG
18047,65862007701.0,2487,7.833075995174895,14.802975472456776,CIPROFLOXACN TAB 500MG
15311,59746017710.0,2476,9.324899030694587,37.86550888529887,CYCLOBENZAPR TAB 10MG
129,4080085.0,2465,122.2496511156184,9.896146044624746,TAMIFLU CAP 75MG
5009,406035705.0,2441,5.419328144203135,34.36747234739861,HYDROCO/APAP TAB 5-500MG
4303,378207410.0,2437,7.345047189167034,65.50430857611818,LISINOPRIL TAB 10MG
17724,65162041503.0,2434,224.50026294165897,36.549301561216105,BUPREN/NALOX SUB 8-2MG
455,25152531.0,2417,305.20456350847894,48.35002068680182,CELEBREX CAP 200MG
20067,68462039429.0,2409,22.986060606060487,36.40431714404317,ALYACEN TAB 1/35
743,54055125.0,2405,15.21849896049901,39.4054054054054,OXYCOD/APAP TAB 5-325MG
2975,172392670.0,2392,2.947692307692299,30.25083612040134,DIAZEPAM TAB 5MG
10290,31722028201.0,2384,8.504135906040212,36.8880033557047,CYCLOBENZAPR TAB 5MG
17993,65862001501.0,2379,8.609588062211058,19.690205968894492,AMOXICILLIN TAB 875MG
6460,603132958.0,2372,11.775004215851645,169.5008431703204,IOPHEN C-NR LIQ 100-10/5
7146,781150610.0,2372,9.547010961214147,51.19983136593592,ATENOLOL TAB 50MG
18831,67877010505.0,2369,10.221688476150339,33.93963697762769,BENZONATATE CAP 100MG
19453,68180051201.0,2366,6.721115807269782,47.95900253592561,LISINOPRIL TAB 2.5MG
14023,52544095428.0,2366,25.43545646660976,35.433643279797124,RECLIPSEN TAB
3594,228298150.0,2365,13.176964059196573,36.002536997885834,OXYCOD/APAP TAB 5-325MG
9919,24208046325.0,2361,35.98058026259995,2.5912748835239303,LATANOPROST SOL 0.005%
10248,31722021330.0,2360,19.61101271186436,39.00466101694915,SERTRALINE TAB 50MG
12304,49884040410.0,2360,23.627385593220342,39.38135593220339,METOPROLOL TAB 25MG ER
8507,10702005601.0,2345,38.40323240938171,96.59658848614073,OXYCODONE TAB 10MG
14420,55111012190.0,2343,54.023269312847006,42.66709346991037,ATORVASTATIN TAB 10MG
1097,74518290.0,2341,32.7398120461343,60.276377616403245,SYNTHROID TAB 75MCG
11488,43598022114.0,2340,41.04240598290584,19.68974358974359,AMOX/K CLAV TAB 875MG
4783,378623201.0,2330,11.069909871244565,57.601716738197425,CITALOPRAM TAB 20MG
18120,65862019301.0,2326,10.417665520206258,53.54256233877902,FLUOXETINE CAP 20MG
3974,378020810.0,2320,3.1528275862068873,57.328017241379314,FUROSEMIDE TAB 20MG
18662,67253090050.0,2319,4.013967227253124,44.85036653730056,ALPRAZOLAM TAB 0.25MG
4497,378385677.0,2317,56.99788088044962,53.13767803193785,ESCITALOPRAM TAB 10MG
4257,378181901.0,2317,20.385425118687998,43.61717738454899,LEVOTHYROXIN TAB 200MCG
17123,63481068447.0,2307,70.88460338101407,159.6159514521023,VOLTAREN GEL 1%
15920,60505014602.0,2296,65.35304878048875,75.66158536585365,OMEPRAZOLE CAP 40MG
9272,16714036304.0,2295,24.869455337690958,32.835729847494555,TRI-LINYAH TAB
4949,378868854.0,2289,279.1718086500627,51.22804718217562,CLINDAMY/BEN GEL 1-5%
14276,54092047612.0,2285,847.0978380744009,119.07002188183807,LIALDA TAB 1.2GM
4671,378522293.0,2282,78.25346187554909,47.228308501314636,OMEPRAZOLE CAP 40MG
4101,378075701.0,2267,9.863700926334488,40.68945743273048,ATENOLOL
12490,50111043302.0,2267,6.411076312307054,50.92545213939127,TRAZODONE TAB 50MG
14162,53746017810.0,2255,24.528616407982135,108.20177383592018,METFORMIN HCL ER
4894,378718505.0,2253,16.107181535730483,71.29915667998225,METFORMIN HCL
9755,23155010210.0,2253,11.965641367066238,131.5352862849534,METFORMIN TAB 500MG
5687,555078902.0,2241,137.88446229361878,35.84292726461401,AMPHETAMINE CAP 30MG ER
16545,62037083201.0,2240,50.677991071428714,49.18214285714286,METOPROLOL TAB 100MG ER
4269,378191010.0,2231,8.996969968623862,54.45181532944868,CLONAZEPAM TAB 0.5MG
9267,16714036004.0,2231,23.294415060510826,35.68623935454953,MONO-LINYAH TAB 0.25-35
12409,49884082610.0,2221,26.104633048176225,47.14678072940117,METOPROLOL TAB 50MG ER
14940,57664037718.0,2211,11.591560379918622,105.50429669832656,TRAMADOL HCL TAB 50MG
15308,59746017506.0,2211,6.471497060153771,16.358661239258254,PREDNISONE TAB 20MG
19817,68382041205.0,2194,54.7274658158612,39.275296262534184,OMEPRAZOLE
19882,68462010530.0,2193,51.804099407204454,19.146374829001367,ONDANSETRON TAB 4MG
19275,68180013501.0,2189,54.39474645957224,39.60758337140247,ESCITALOPRAM TAB 10MG
19744,68382013201.0,2183,69.67023362345414,45.20338983050848,TAMSULOSIN HCL
7312,781282201.0,2182,11.613762603116307,53.87809349220898,FLUOXETINE CAP 20MG
15306,59746017306.0,2178,8.544035812672123,37.18549127640037,PREDNISONE TAB 10MG
2116,93735156.0,2164,115.07953789279028,55.19778188539741,LANSOPRAZOLE CAP 30MG DR
4262,378182301.0,2163,17.419976883957563,42.460933888118355,LEVOTHYROXIN TAB 137MCG
17485,64720013510.0,2160,59.83573148148184,59.34861111111111,AMPHETAMINE TAB 20MG
4938,378827052.0,2152,10.404191449814105,140.2267657992565,ALBUTEROL NEB 0.083%
5886,591024110.0,2141,10.562606258757615,46.07426436244745,LORAZEPAM TAB 1MG
15236,59417010510.0,2140,255.94792056074806,35.248130841121494,VYVANSE CAP 50MG
590,54001829.0,2139,4.166100981767174,18.999064983637215,PREDNISONE TAB 20MG
6452,603107558.0,2131,8.553697794462668,155.4547160957297,CHERATUSSIN SYP AC
18627,67253015050.0,2124,3.6970856873822853,24.895009416195858,AMOXICILLIN CAP 500MG
19451,68180050201.0,2118,14.763002832861124,40.24976392823418,MELOXICAM TAB 15MG
3283,185041560.0,2110,54.483246445497926,67.62322274881517,BUPROPION TAB 150MG SR
16069,60505267109.0,2107,67.27143331751397,43.40389178927385,ATORVASTATIN TAB 80MG
9894,24208031510.0,2105,10.577691211401564,9.98812351543943,POLYMYXIN B/ SOL TRIMETHP
3225,185010101.0,2081,9.948130706390993,39.37193656895723,LISINOPRIL TAB 10MG
6155,591320205.0,2064,12.273527131782954,31.161821705426355,HYDROCO/APAP TAB 5-325MG
17297,64380073706.0,2064,7.160658914728579,6.238856589147287,VITAMIN D CAP 50000UNT
17482,64720013210.0,2055,56.502204379562386,55.780535279805356,AMPHETAMINE TAB 10MG
14763,57237000511.0,2053,7.898650754992678,1.948368241597662,FLUCONAZOLE TAB 150MG
4254,378181701.0,2049,18.403211322596242,41.725719863347976,LEVOTHYROXIN TAB 175MCG
17694,65162019050.0,2046,10.559560117302093,48.20674486803519,NAPROXEN TAB 500MG
